Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
1194391,2020-05-13 22:11:49,4575255480814133,fraud_Cormier LLC,shopping_net,1129.4,Megan,Hernandez,F,1206 Juan Fort Suite 424,Lockhart,TX,78644,29.8868,-97.6769,17081,Air traffic controller,1954-07-07,b8cb77ab384ed26f935b51a3ee6189cc,1368483109,30.385084999999997,-98.50739,1
429981,2019-07-12 01:22:18,4481172224716138389,"fraud_Schultz, Simonis and Little",grocery_pos,290.01,Jennifer,Johnson,F,370 Lisa Estate,Morven,NC,28119,34.8511,-80.0025,2801,Regulatory affairs officer,1961-06-18,b2502507cc1c53d3e76cd9513389efdb,1342056138,34.313227000000005,-79.558181,1
113440,2019-03-05 06:43:42,6011999606625827,fraud_Block-Parisian,misc_net,90.05,Ronald,Carson,M,870 Rocha Drive,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",1965-06-30,65a5bd722ace5ebf15c62bd8517a2f8b,1330929822,41.709257,-74.94968100000001,0
926054,2020-01-01 22:36:51,4396682467723,"fraud_Langworth, Boehm and Gulgowski",shopping_net,834.49,Scott,Cole,M,646 Louis Fort Apt. 665,North Las Vegas,NV,89084,36.2815,-115.1482,214518,Catering manager,1960-01-16,09eaa5ad09ca0c4836ec2596095ad9cc,1357079811,36.688314,-114.686106,1
1002173,2020-02-15 17:20:10,213102873001603,fraud_Torphy-Goyette,shopping_pos,863.14,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,1c5577493c2d8ccefd1968ea0eb57971,1360948810,43.852811,-124.418325,1
945261,2020-01-12 22:38:49,349612764943496,fraud_Bashirian Group,shopping_net,1042.27,Xavier,Beltran,M,61107 Edwards Dam Apt. 463,Big Creek,KY,40914,37.1046,-83.5706,467,"Psychologist, forensic",1984-06-04,ca94adcd6b54d3eb5ba20a9d8f8d94f2,1358030329,37.704305,-83.508358,1
951858,2020-01-17 04:52:35,4873783502705038,fraud_Stracke-Lemke,grocery_pos,209.02,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,1974-03-10,cb7c4231213707640800b9806798a268,1358398355,49.13298,-121.37979,0
359035,2019-06-16 15:30:20,6593250708747804,"fraud_Durgan, Gislason and Spencer",home,145.35,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.27600000000001,26551,Paramedic,1977-01-04,c9980cdf4fd1224e0b4d60e18c5a30a3,1339860620,26.415836,-79.978411,0
393533,2019-06-29 08:04:07,639023984367,fraud_Doyle Ltd,grocery_pos,87.46,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1991-06-05,403185809e91a35040ffd13859b68f6c,1340957047,44.30405,-74.876122,0
798895,2019-12-03 22:00:21,5130484058948421,"fraud_Watsica, Haag and Considine",shopping_pos,875.38,Ronald,White,M,25713 Hamilton Grove Apt. 903,Beaverdam,OH,45808,40.8314,-83.9758,349,Museum/gallery conservator,1978-12-25,31b8dd7ab811c358bd903266e70fe109,1354572021,41.079552,-84.663612,1
128987,2019-03-11 23:33:05,4500002361389,fraud_Bogisich-Homenick,misc_net,773.79,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,1965-04-07,bfdaa7bc3a9b5713df6ac3e10de62d4c,1331508785,38.239028000000005,-76.424053,1
411532,2019-07-05 17:21:36,3575540972310993,fraud_Ullrich Ltd,kids_pets,29.33,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677,34.3396,-89.5736,4198,Curator,2001-06-22,44035d6986dc8a5f7aef67329e467388,1341508896,33.447726,-90.337639,0
606340,2019-09-14 23:13:15,4855853415727304322,fraud_Dibbert-Green,entertainment,419.75,Justin,Aguilar,M,184 Miller Manors,Wittenberg,WI,54499,44.8232,-89.1665,3223,Senior tax professional/tax inspector,1954-06-30,aed155c2ebc54b7776de7c408edc021d,1347664395,45.273196,-89.115064,1
523508,2019-08-13 15:27:24,4906628655840914250,fraud_O'Connell-Ullrich,home,131.14,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1987-02-13,7d946e6bb9f29c80d1c3bc25a5a0bd6a,1344871644,25.161699,-81.82727299999999,0
75584,2019-02-14 02:30:27,2288748891690227,"fraud_Schumm, Bauch and Ondricka",grocery_pos,293.68,Kathleen,Heath,F,9297 Victor Rest Apt. 382,Albuquerque,NM,87116,35.0561,-106.5506,641349,Charity officer,1967-01-24,9606a02b5e1f67b199efbaa7c1eeaa6f,1329186627,34.446637,-106.429048,1
204242,2019-04-14 19:23:04,3548710338694745,fraud_Rempel Inc,shopping_net,1160.47,Michael,Rivera,M,731 Watson Spring,Granbury,TX,76048,32.425,-97.7742,47119,"Editor, film/video",1965-08-18,12d8e3c3aea9610732c39484c49d6e7d,1334431384,32.294676,-97.868968,1
1072494,2020-03-21 20:33:39,3567879740649740,"fraud_Hintz, Bauch and Smith",health_fitness,72.91,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,5adc05c151987180ffac4291cee296dc,1363898019,43.58407,-75.545996,0
118329,2019-03-08 02:06:05,343472729187663,fraud_Hermann and Sons,shopping_pos,990.96,Gloria,Wallace,F,234 Bridges Wells Apt. 389,Center Tuftonboro,NH,3816,43.6849,-71.2551,1368,"Optician, dispensing",1971-08-05,df33214e76138c7eaed66eee7a791b05,1331172365,42.798247,-71.92425300000001,1
667345,2019-10-11 22:32:27,4266200684857219,fraud_Kuphal-Bartoletti,misc_net,683.67,Joshua,Bryant,M,5452 Patricia Inlet Apt. 280,Nelson,NE,68961,40.201,-98.0684,732,Television/film/video producer,1956-12-13,c2f9efc6fb6bb8b98f743a5bc43f8e4d,1349994747,39.955633,-98.670244,1
355018,2019-06-15 13:37:40,3545109339866548,fraud_Lesch Ltd,shopping_pos,9.13,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,dafe46946cb647fa99083383b417d011,1339767460,33.761697999999996,-89.897823,0
1104731,2020-04-05 01:02:38,4658490815480264,"fraud_Goyette, Howell and Collier",shopping_pos,7.96,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,15449,39.9636,-79.7853,184,Systems developer,1945-11-04,81accf7b402677bc17c1b6dadf0b2182,1365123758,39.125803999999995,-79.72020400000001,0
483911,2019-07-30 18:03:33,571465035400,"fraud_Kutch, Steuber and Gerhold",food_dining,63.4,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,14bde0ba66de5d7e131bd507cbe94fd2,1343671413,43.45157,-108.225578,0
1265528,2020-06-09 17:45:50,3598014571045296,fraud_Erdman-Schaden,personal_care,65.05,Lisa,Clark,F,07943 Davis River,Grimesland,NC,27837,35.558,-77.2566,5903,Manufacturing systems engineer,1993-10-07,64bdc1e86c035bf77f13f8699781ed21,1370799950,36.245635,-77.42960500000001,0
800887,2019-12-04 14:02:40,3554421171166228,fraud_Stracke-Lemke,grocery_pos,284.56,Phyllis,Powell,F,64965 Morris Hollow Suite 323,Pleasant Hill,MO,64080,38.7859,-94.244,12866,Information officer,1946-05-28,db6397c28809f9f931d057ccb460d572,1354629760,39.250853,-93.832787,1
670483,2019-10-13 02:50:06,6569097840281287,"fraud_Schultz, Simonis and Little",grocery_pos,334.59,Steven,Johnson,M,7470 John Tunnel Suite 937,Aurora,CO,80014,39.6662,-104.835,389246,"Scientist, marine",1969-12-12,e26bae1deaf1c21c149183f14ba8bd9b,1350096606,39.8714,-105.368612,1
869069,2019-12-19 22:41:37,2291163933867244,fraud_Conroy Ltd,shopping_pos,920.18,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,1968-03-19,de9ad3549c247df874a4da56922a60c8,1355956897,34.787064,-80.685585,1
323355,2019-06-03 15:00:39,6538891242532018,"fraud_Romaguera, Wehner and Tromp",kids_pets,17.95,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,f2ae059d97a2751811b61da3b40ae785,1338735639,36.82477,-91.317165,0
1038908,2020-03-07 01:51:32,4561368699336875,fraud_Bailey-Morar,grocery_pos,384.91,Pamela,Lewis,F,653 Jessica Extension Apt. 668,Clifton,SC,29324,34.9906,-81.8327,167,Museum/gallery conservator,1988-11-01,88894a4539d3edfb2b32f7fe50013cea,1362621092,35.087314,-82.680675,1
94343,2019-02-25 11:27:36,3520550088202337,"fraud_Robel, Cummerata and Prosacco",gas_transport,87.74,Micheal,Walters,M,15315 Vaughn Park Suite 356,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,2001-07-05,04c81e99b985358ea7878d991600a4a9,1330169256,48.014636,-90.587265,0
1278221,2020-06-14 21:10:56,3500969075198072,fraud_Gleason-Macejkovic,shopping_net,30.76,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,1999-05-31,d0969a23663351a123e089632ab137ab,1371244256,46.336335,-117.486288,0
586682,2019-09-06 06:25:52,4939976756738216,"fraud_Rodriguez, Yost and Jenkins",misc_net,9.44,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,71fb013aa0cafef6bbed14ff90665179,1346912752,25.905562,-99.122388,0
734255,2019-11-10 03:40:53,3565196229855512,fraud_Fisher-Schowalter,shopping_net,5.38,Adriana,Harvey,F,715 Joy Prairie,Unionville,MO,63565,40.4815,-92.9951,3805,"Investment banker, corporate",1950-09-15,dbffaeaf407170d460a2f6ede9bcce46,1352518853,41.249086,-92.154226,0
617790,2019-09-19 22:55:18,5154903938030655,"fraud_Hahn, Bahringer and McLaughlin",personal_care,19.95,Felicia,Combs,F,825 Martinez Springs Apt. 625,White Sulphur Springs,WV,24986,37.7827,-80.3129,5216,Community development worker,1993-10-05,e8b15618ff4608b81fcb36dfed46d5d3,1348095318,37.489244,-79.581395,1
859514,2019-12-17 01:21:50,4635330563105903,fraud_Bahringer-Larson,grocery_net,52.59,Christina,Rose,F,1984 Taylor Island Suite 836,Falls Church,VA,22046,38.8856,-77.1802,116155,Chartered accountant,1983-07-10,d307a6f842e963cfe9cb5a7e3e17fc37,1355707310,39.150946000000005,-77.705721,0
321514,2019-06-03 02:05:15,3553629419254918,fraud_Gleason-Macejkovic,shopping_net,1050.47,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1984-09-01,ea77101898b70ae2542f4d24e7e8fdd8,1338689115,48.50046,-122.644168,1
841717,2019-12-14 01:04:21,180049032966888,fraud_Medhurst PLC,shopping_net,86.49,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795,Television/film/video producer,1986-04-15,e690f1bf54849e3bef2e063434063c49,1355447061,47.318788,-90.860613,0
342864,2019-06-10 14:19:12,213112402583773,fraud_Dickinson Ltd,misc_pos,9.24,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,7b757f45bf59fb2f9179756648689571,1339337952,33.543578000000004,-82.117181,0
1063115,2020-03-17 03:23:08,3565414434959494,fraud_Luettgen PLC,gas_transport,16.32,Ryan,Arnold,M,2056 Michael Wells Apt. 348,Prairie Creek,IN,47869,39.4336,-87.4101,137,Materials engineer,1967-03-12,24ce481891066b272d6b41b260994701,1363490588,39.420662,-88.350064,1
198072,2019-04-12 12:25:15,3523843138706408,fraud_Tromp Group,travel,8.4,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,1970-11-20,d510b4dcd8cc98e613487a81c413b46e,1334233515,33.393309,-87.891374,0
980826,2020-02-02 18:09:38,577588686219,"fraud_Labadie, Treutel and Bode",shopping_net,102.91,James,Strickland,M,25454 Leonard Lake,Spring Church,PA,15686,40.6153,-79.4545,972,Public relations account executive,1997-10-23,8afb395ef223f7ad4a925de9cafd2069,1359828578,40.801171,-78.87062900000001,0
49347,2019-01-29 17:09:57,676195318214,fraud_Brown-Greenholt,entertainment,43.45,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",1983-07-24,d5256d35ffa54fc1eed68b543b6e304a,1327856997,30.060907,-96.21915,0
815181,2019-12-07 23:54:35,4430881574719618,fraud_Kessler Inc,travel,9.42,Alicia,Morales,F,4456 Dunn Roads,Meredith,CO,81642,39.3199,-106.6596,61,Public relations account executive,1939-11-04,7d4e93229c680ede53c7102516b6c51d,1354924475,38.649013,-105.896923,1
72074,2019-02-12 01:54:28,4204237326785494,"fraud_Parisian, Schiller and Altenwerth",misc_net,893.06,Mary,Golden,F,4407 Lisa Course,West Frankfort,IL,62896,37.8979,-88.9307,12626,Trading standards officer,1996-01-10,8cc9fde58af96aa278816f978ac90117,1329011668,36.980028999999995,-88.98441700000001,1
154287,2019-03-23 23:15:00,2288813824604479,"fraud_Runte, Green and Emard",health_fitness,19.98,Barbara,Norman,F,6278 Stephanie Unions,New York City,NY,10039,40.8265,-73.9383,1577385,Herbalist,1981-08-29,c1aef76598b539988711982d816c94cd,1332544500,39.95704,-73.17549,1
1287871,2020-06-17 17:19:29,345933964507467,fraud_Friesen Inc,shopping_pos,6.05,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,1985-03-19,d433fcbb11aca7880cfde5912f48fe1c,1371489569,37.770146999999994,-75.474624,0
1295852,2020-06-21 05:01:53,3592931352252641,fraud_Upton PLC,entertainment,30.86,Dylan,Garcia,M,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,1935-06-29,94fca2849187f6ed3bb863da0a2a1ca7,1371790913,44.645589,-93.558864,0
184473,2019-04-06 12:36:19,30029052116970,fraud_Waelchi-Wolf,kids_pets,78.27,Curtis,Young,M,4319 Watson Shoals Suite 658,Falconer,NY,14733,42.1239,-79.1895,3833,Metallurgist,1970-10-09,4f6ed4927c5a63c37f15e712546653e3,1333715779,41.813023,-78.54556600000001,0
561577,2019-08-26 22:17:47,3531129874770000,fraud_Connelly-Carter,home,207.26,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,a7e33fda5053a7818a9b8a08e111e0b8,1346019467,44.387529,-73.278816,1
584542,2019-09-05 01:20:17,213113028819344,"fraud_Moen, Reinger and Murphy",grocery_pos,102.13,Melanie,Jimenez,F,77944 Daniels Valley Suite 921,Camden,NY,13316,43.3392,-75.7543,6460,Building control surveyor,1959-09-27,cf8ffc14d771f0b3eceb059c6208e6e4,1346808017,43.807915,-75.853546,0
933238,2020-01-05 22:38:55,2512312531485080,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,1000.72,John,Mccormick,M,79414 Clark Lakes Suite 966,Warren,MI,48088,42.5164,-82.9832,134056,"Producer, radio",1956-10-08,13e4b285e1d478355cf6f2c8076e9378,1357425535,42.684740999999995,-82.84833,1
1272865,2020-06-12 22:14:11,180031190491743,fraud_Kirlin and Sons,personal_care,49.1,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,781e9ef56f0901f6e5993fa73004b28e,1371075251,30.547202,-88.511972,0
112103,2019-03-04 17:46:50,4292902571056973207,fraud_O'Connell-Ullrich,home,10.11,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",1995-08-16,a2cc2fa9986e363b83687363032366e7,1330883210,46.361821,-113.54415,0
603668,2019-09-13 23:22:37,213136802746375,"fraud_Zboncak, Rowe and Murazik",shopping_net,933.01,Christine,Davis,F,736 Moss Motorway Suite 549,Humboldt,AZ,86329,34.5189,-112.2523,1179,"Civil engineer, contracting",1955-01-20,110704f09e13db7acbbda6e7a2538092,1347578557,35.047878999999995,-113.050898,1
221045,2019-04-22 01:41:08,2256234701263057,fraud_Heidenreich PLC,grocery_pos,255.87,Christopher,Grimes,M,39631 Dunn Radial,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,1948-04-11,d5fd1fc275771941d67d271bfd7a8a25,1335058868,44.26232,-71.875198,1
48035,2019-01-29 01:59:55,373213026644490,fraud_Dooley-Thompson,misc_net,731.6,Bobby,Smith,M,3495 Williams Stream,San Diego,CA,92101,32.7185,-117.1593,1241364,Comptroller,1987-11-30,c7ee644424ad65017f2e3bf1db14d7a9,1327802395,31.967624,-116.858395,1
1059819,2020-03-16 03:24:37,3565414434959494,fraud_Bins-Rice,gas_transport,19.65,Ryan,Arnold,M,2056 Michael Wells Apt. 348,Prairie Creek,IN,47869,39.4336,-87.4101,137,Materials engineer,1967-03-12,fdd85a716611857b419d429e6c58498f,1363404277,38.92209,-88.18514499999999,1
246351,2019-05-03 20:25:26,4518350514020532,fraud_Price Inc,shopping_net,5.28,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,1993-02-26,6eaf647753ef0ee5b89eeb752b75cb02,1336076726,28.296199,-82.616146,0
542928,2019-08-20 12:24:54,30175986190993,fraud_Fadel Inc,health_fitness,55.33,Rebecca,Butler,F,0665 Lisa Alley,Winger,MN,56592,47.5375,-95.9941,516,Applications developer,1966-06-07,35ef11e39332530948cb011920c1a799,1345465494,46.562239,-95.533287,0
1071190,2020-03-21 03:41:55,6011518448009279,fraud_Cartwright-Harris,grocery_pos,298.64,Deanna,Warren,F,644 Deborah Courts,Tulsa,OK,74108,36.1499,-95.7923,413574,Quantity surveyor,1931-04-21,57af3875acdd3de057f058e220d262f1,1363837315,36.688967,-95.164522,1
1186647,2020-05-10 23:55:15,30343344410970,fraud_Buckridge PLC,misc_pos,8.24,Jacob,Dawson,M,663 Anna Plaza,Marienville,PA,16239,41.4622,-79.1306,4172,"Copywriter, advertising",1962-03-20,fe9eff4696e486df97697b1f372e3dfb,1368230115,42.05873,-80.12588199999999,1
118222,2019-03-08 00:17:29,343472729187663,"fraud_Kuhic, Bins and Pfeffer",shopping_net,967.35,Gloria,Wallace,F,234 Bridges Wells Apt. 389,Center Tuftonboro,NH,3816,43.6849,-71.2551,1368,"Optician, dispensing",1971-08-05,bc95c3a9f968b35ae012d6a9981dc285,1331165849,42.757025,-70.83653699999999,1
179574,2019-04-04 01:03:38,6011381817520024,"fraud_Christiansen, Goyette and Schamberger",gas_transport,65.63,Kristen,Allen,F,8619 Lisa Manors Apt. 871,Lagrange,WY,82221,41.6423,-104.1974,635,Product/process development scientist,1973-07-13,6abf3def7d58a38cc9453d95f68a450f,1333501418,41.650779,-104.101972,0
1142835,2020-04-21 02:49:04,4670613943676271,fraud_Huel Ltd,misc_net,1.2,Bianca,Novak,F,0953 David Skyway,Cuthbert,GA,39840,31.7706,-84.7936,5726,Fitness centre manager,1947-08-14,4dee77c6690878a6ae8edff38a40c593,1366512544,30.860014000000003,-85.28672399999999,0
24175,2019-01-15 00:21:21,180081032825079,"fraud_Connelly, Reichert and Fritsch",gas_transport,89.92,Connie,Carroll,F,872 Justin Views Suite 746,Duncan,MS,38740,34.047,-90.7652,466,Trading standards officer,1955-04-03,4286e5e91c917597772db551165bbe97,1326586881,33.38412,-89.801022,0
1162854,2020-04-29 23:56:49,6011099828110011,fraud_Schumm PLC,shopping_net,1009.39,Christine,Jones,F,754 Elliott Creek,Huntsville,AL,35896,34.7543,-86.6546,190178,Tree surgeon,1930-06-26,0f2de758ccdc2bcbcffe0337e16420e8,1367279809,34.625489,-86.131132,1
400436,2019-07-01 03:33:40,580954173374,fraud_Mayert Group,shopping_pos,175.36,Jessica,Benitez,F,31281 Thomas Inlet,Montrose,NY,10548,41.2496,-73.9446,3487,Race relations officer,1960-01-13,e0f5ae4144043cd0dff9640c5d1ef536,1341113620,41.88933,-74.900368,0
458329,2019-07-21 20:33:42,3545109339866548,fraud_Larkin Ltd,kids_pets,109.27,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,54d51c60b488fb54c510a3f8769e9b39,1342902822,33.042201,-90.04648900000001,0
906751,2019-12-28 13:55:25,2288813824604479,fraud_Renner Ltd,home,23.05,Barbara,Norman,F,6278 Stephanie Unions,New York City,NY,10039,40.8265,-73.9383,1577385,Herbalist,1981-08-29,987b9fd2b3d138a737cd3c292b60ba6a,1356702925,41.413983,-73.453467,0
93621,2019-02-25 01:40:21,180036456789979,fraud_Bernhard Inc,gas_transport,8.75,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,1974-11-20,ce4082cc75184e4ee5124747070d5d54,1330134021,43.271221,-90.227592,1
1282613,2020-06-15 22:36:43,630424987505,"fraud_Fadel, Mertz and Rippin",entertainment,459.01,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,1981-08-29,3775deff0cf6b397a67ea78a628b0cb7,1371335803,38.525251,-78.911179,1
1081742,2020-03-24 22:35:01,2224100459250597,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,811.63,Sheri,Thomas,F,019 Kimberly Light Apt. 039,Kings Bay,GA,31547,30.7906,-81.5607,1293,Naval architect,1963-09-11,3b5728519c02419311e2ce8c1ee83765,1364164501,30.528146999999997,-82.041657,1
1202397,2020-05-17 22:01:45,30103132002433,"fraud_Medhurst, Cartwright and Ebert",personal_care,21.0,Stephanie,Middleton,F,99736 Rose Shoals Apt. 504,Morrisdale,PA,16858,41.0001,-78.2357,3688,Dispensing optician,1987-10-26,0417c1d680e0db41bb7d788db9378771,1368828105,41.489279,-78.305863,1
603590,2019-09-13 22:32:16,3524485462198080,fraud_Turner and Sons,shopping_pos,1002.29,Dennis,Jones,M,671 Cynthia Key Suite 155,Glendale,CA,91206,34.1556,-118.2322,172817,"Accountant, chartered",1941-09-30,a7f122c3a912a5d5270f26a69f2c2716,1347575536,33.461117,-118.531324,1
1012800,2020-02-21 23:53:46,2233882705243596,"fraud_Little, Gutmann and Lynch",shopping_net,948.65,Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,1960-01-16,a7cf5fc25caa4fcb55162d1e8960fec5,1361490826,33.737771,-89.226382,1
426744,2019-07-10 16:32:51,4745996322265,"fraud_Hahn, Bahringer and McLaughlin",personal_care,10.28,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,46fcccfd5f49b563bde79cd649c5f7ea,1341937971,40.483893,-87.633076,0
1065978,2020-03-18 01:29:48,2235613922823698,fraud_Rau and Sons,grocery_pos,105.98,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,c85e7bc6590df8b33becaba4541927e3,1363570188,42.968467,-103.736962,0
265375,2019-05-12 02:06:51,630451534402,"fraud_Streich, Hansen and Veum",gas_transport,10.64,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,1972-06-12,588413e974b586bca71c88b4494bb181,1336788411,45.778310999999995,-87.607331,1
31536,2019-01-19 22:32:12,4277232699798846,"fraud_Streich, Dietrich and Barton",shopping_net,878.33,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1955-11-10,eac9c6e5ae42cab043aa4b2aacce508d,1327012332,45.836465999999994,-102.929251,1
